track,reference,stat,lo,hi
D_BW_ENCSR515EWI,benign,mad,-0.004460066556930542,0.004460066556930542
D_BW_ENCSR000ELA,all,std,-0.009416459519329979,0.010166861336475043
D_BW_ENCSR000ELA,all,mad,-0.002910107374191284,0.002979069948196411
D_BW_ENCSR000ELA,benign,std,-0.00842659370175411,0.009209027388866378
D_BW_ENCSR000ELA,benign,mad,-0.0028007328510284424,0.0028912127017974854
D_BW_ENCSR000AQW,all,std,-0.010364758120499614,0.011613742922062876
D_BW_ENCSR000AQW,all,mad,-0.005190402269363403,0.005320936441421509
D_BW_ENCSR000AQW,benign,std,-0.009412671939706033,0.010871825795928478
D_BW_ENCSR000AQW,benign,mad,-0.004739105701446533,0.004980146884918213
D_BW_ENCSR000ASX,all,std,-0.008049191957821096,0.008690336200387559
D_BW_ENCSR000ASX,all,mad,-0.0036415457725524902,0.004105925559997559
D_BW_ENCSR000ASX,benign,std,-0.007518368811860276,0.008531289693044014
D_BW_ENCSR000ASX,benign,mad,-0.0033839643001556396,0.003945142030715942
D_BW_ENCSR000AQX,all,std,-0.009334182464295196,0.009240083110852379
D_BW_ENCSR000AQX,all,mad,-0.002471625804901123,0.002471625804901123
D_BW_ENCSR000AQX,benign,std,-0.007925955649431802,0.008691196707895525
D_BW_ENCSR000AQX,benign,mad,-0.002451390027999878,0.0024537742137908936
D_BW_ENCSR000AQY,all,std,-0.014947773822394372,0.01499010016997765
D_BW_ENCSR000AQY,all,mad,-0.0055345892906188965,0.0055350661277771
D_BW_ENCSR000AQY,benign,std,-0.01173934096660655,0.012689715943043866
D_BW_ENCSR000AQY,benign,mad,-0.00474923849105835,0.004772543907165527
D_BW_ENCSR000ARA,all,std,-0.010582226376097693,0.010328209084558946
D_BW_ENCSR000ARA,all,mad,-0.004579335451126099,0.004579335451126099
D_BW_ENCSR000ARA,benign,std,-0.009081836288307223,0.009610113706859524
D_BW_ENCSR000ARA,benign,mad,-0.004122704267501831,0.004122704267501831
D_BW_ENCSR564VIX,all,std,-0.005955183559035867,0.006265820407104588
D_BW_ENCSR564VIX,all,mad,-0.002560824155807495,0.0026845037937164307
D_BW_ENCSR564VIX,benign,std,-0.005247633504260832,0.0056357836570031855
D_BW_ENCSR564VIX,benign,mad,-0.002429753541946411,0.0024923384189605713
D_BW_ENCSR000ARY,all,std,-0.01080867821642971,0.010347949145103164
D_BW_ENCSR000ARY,all,mad,-0.004355281591415405,0.004355281591415405
D_BW_ENCSR000ARY,benign,std,-0.008602663794861026,0.008625352684975834
D_BW_ENCSR000ARY,benign,mad,-0.003760010004043579,0.003760010004043579
D_BW_ENCSR000ARZ,all,std,-0.0077116811659775795,0.008401782561917611
D_BW_ENCSR000ARZ,all,mad,-0.003761589527130127,0.004111945629119873
D_BW_ENCSR000ARZ,benign,std,-0.007373917459791534,0.008180283691752662
D_BW_ENCSR000ARZ,benign,mad,-0.0034733712673187256,0.0037980973720550537
D_BW_ENCSR741STU,all,std,-0.009528925790846804,0.009971945270706205
D_BW_ENCSR741STU,all,mad,-0.0030674338340759277,0.0030822157859802246
D_BW_ENCSR741STU,benign,std,-0.00797315502273482,0.00827841269669121
D_BW_ENCSR741STU,benign,mad,-0.0025433599948883057,0.002547234296798706
